bug_description , class_name
after updating and restarting nightly with two window open on two external monitor , both window are re opened on one external monitor,Backend
a a non admin user using api , i want to be able to filter user by their username without getting forbidden exception,Backend
part of bookmark bar disappears in version,Frontend
removing nimbus variable for the feature opt in change,Frontend
journalize change for administrative function,Backend
add tax and password support to setting,Backend
servidor de correo no está configurado,Backend
cant reorder activity after disabling activity on a project,Backend
timeout recent search after day,Frontend
email notification on specified filter,Backend
support active attribute in enumeration rest api,Backend
redmine send reminder not work,Backend
post sign in notification is not displayed for window initially out of focus,Backend
handle net opentimeout error more cleanly currently , give error,Backend
no title in window menu for text file , when tab show filename , an obvious title,Frontend
add a test for bug,Backend
window dark mode apparent size difference between checked and unchecked radio,Frontend
add total estimated hour , spent hour , total spent hour for issue to issue list api,Backend
email notification redmine,Backend
add feature to restore session on a case by case basis,Backend
fix nomethoderror on head request to accountcontroller register,Backend
awesomebar suggestion are very slow with a lot of tag,Frontend
find ticket assigned to former employee,Backend
astrewrite dont try to guess indentation level but copy existing from previous line,Backend
selecting a login from login list immediately put focus on the edit button in the login item,Frontend
